Area,Delay,Score,Current Run,Episode,Verilog
N/A,N/A,-1,2.0,1,"//Design a 16-bit adder.
//There are two 16 bit inputs (in1 and in2) and a single carry-in input bit, cin.
//The outputs are a 16 bit value, [15:0] sum, and a single carry-out output bit, cout.
//The module should utilize the inputs (in1 and in2) and the cin bit to obtain the output sum and cout values.
module adder_16(output [15:0] sum,
                      output cout,
                      input [15:0] in1, in2,
                      input cin);
  wire c1, c2, c3, c4, c5, c6, c7, c8, c9, c10, c11, c12, c13, c14, c15;
  wire [15:0] sum1, sum2, sum3, sum4, sum5, sum6, sum7, sum8, sum9, sum10, sum11, sum12, sum13, sum14, sum15;
  
  localparam cin_d = 1'b0;
  
  defparam adder_16_1.WIDTH = 16;
  defparam adder_16_1.WIDTH1 = 16;
  defparam adder_16_1.WIDTH2 = 16;
  defparam adder_16_1.WIDTH3 = 16;
  defparam adder_16_1.WIDTH4 = 16;
  defparam adder_16_1.WIDTH5 = 16;
  defparam adder_16_1.WIDTH6 = 16;
  defparam adder_16_1.WIDTH7 = 16;
  defparam adder_16_1.WIDTH8 = 16;
  defparam adder_16_1.WIDTH9 = 16;
  defparam adder_16_1.WIDTH10 = 16;
  defparam adder_16_1.WIDTH11 = 16;
  defparam adder_16_1.WIDTH12 = 16;
  defparam adder_16_1.WIDTH13 = 16;
  defparam adder_16_1.WIDTH14 = 16;
  defparam adder_16_1.WIDTH15 = 16;
  defparam adder_16_1.WIDTH16 = 16;
  defparam adder_16_1.WIDTH17 = 16;
  defparam adder_16_1.WIDTH18 = 16;
  defparam adder_16_1.WIDTH19 = 16;
  defparam adder_16_1.WIDTH20 = 16;
  defparam adder_16_1.WIDTH21 = 16;
  defparam adder_16_1.WIDTH22 = 16;
  defparam adder_16_1.WIDTH23 = 16;
  defparam adder_16_1.WIDTH24 = 16;
  defparam adder_16_1.WIDTH25 = 16;
  defparam adder_16_1.WIDTH26 = 16;
  defparam adder_16_1.WIDTH27 = 16;
  defparam adder_16_1.WIDTH28 = 16;
  defparam adder_16_1.WIDTH29 = 16;
  defparam adder_16_1.WIDTH30 = 16;
  defparam adder_16_1.WIDTH31 = 16;
  defparam adder_16_1.WIDTH32 = 16;
  defparam adder_16_1.WIDTH33 = 16;
  defparam adder_16_1.WIDTH34 = 16;
  defparam adder_16_1.WIDTH35 = 16;
  defparam adder_16_1.WIDTH36 = 16;
  defparam adder_16_1.WIDTH37 = 16;
  defparam adder_16_1.WIDTH38 = 16;
  defparam adder_16_1.WIDTH39 = 16;
  defparam adder_16_1.WIDTH40 = 16;
  defparam adder_16_1.WIDTH41 = 16;
  defparam adder_16_1.WIDTH42 = 16;
  defparam adder_16_1.WIDTH43 = 16;
  defparam adder_16_1.WIDTH44 = 16;
  defparam adder_16_1.WIDTH45 = 16;
  defparam adder_16_1.WIDTH46 = 16;
  defparam adder_16_1.WIDTH47 = 16;
  defparam adder_16_1.WIDTH48 = 16;
  defparam adder_16_1.WIDTH49 = 16;
  defparam adder_16_1.WIDTH50 = 16;
  defparam adder_16_1.WIDTH51 = 16;
  defparam adder_16_1.WIDTH52 = 16;
  defparam adder_16_1.WIDTH53 = 16;
  defparam adder_16_1.WIDTH54 = 16;
  defparam adder_16_1.WIDTH55 = 16;
  defparam adder_16_1.WIDTH56 = 16;
  defparam adder_16_1.WIDTH57 = 16;
  defparam adder_16_1.WIDTH58 = 16;
  defparam adder_16_1.WIDTH59 = 16;
  defparam adder_16_1.WIDTH60 = 16;
  defparam adder_16_1.WIDTH61 = 16;
  defparam adder_16_1.WIDTH62 = 16;
  defparam adder_16_1.WIDTH63 = 16;
  defparam adder_16_1.WIDTH64 = 16;
  defparam adder_16_1.WIDTH65 = 16;
  defparam adder_16_1.WIDTH66 = 16;
  defparam adder_16_1.WIDTH67 = 16;
  defparam adder_16_1.WIDTH68 = 16;
  defparam adder_16_1.WIDTH69 = 16;
  defparam adder_16_1.WIDTH70 = 16;
  defparam adder_16_1.WIDTH71 = 16;
  defparam adder_16_1.WIDTH72 = 16;
  defparam adder_16_1.WIDTH73 = 16;
  defparam adder_16_1.WIDTH74 = 16;
  defparam adder_16_1.WIDTH75 = 16;
  defparam adder_16_1.WIDTH"
N/A,N/A,-0.5,3.0,1,"//Design a 16-bit adder.
//There are two 16 bit inputs (in1 and in2) and a single carry-in input bit, cin.
//The outputs are a 16 bit value, [15:0] sum, and a single carry-out output bit, cout.
//The module should utilize the inputs (in1 and in2) and the cin bit to obtain the output sum and cout values.
module adder_16(output [15:0] sum,
                      output cout,
                      input [15:0] in1, in2,
                      input cin);

    wire [15:0] sum;
    wire cout;
    wire [15:0] in1;
    wire [15:0] in2;
    wire cin;

    nand n1(sum[0], in1[0], in2[0], cin);
    nand n2(sum[1], in1[1], in2[1], cin);
    nand n3(sum[2], in1[2], in2[2], cin);
    nand n4(sum[3], in1[3], in2[3], cin);
    nand n5(sum[4], in1[4], in2[4], cin);
    nand n6(sum[5], in1[5], in2[5], cin);
    nand n7(sum[6], in1[6], in2[6], cin);
    nand n8(sum[7], in1[7], in2[7], cin);
    nand n9(sum[8], in1[8], in2[8], cin);
    nand n10(sum[9], in1[9], in2[9], cin);
    nand n11(sum[10], in1[10], in2[10], cin);
    nand n12(sum[11], in1[11], in2[11], cin);
    nand n13(sum[12], in1[12], in2[12], cin);
    nand n14(sum[13], in1[13], in2[13], cin);
    nand n15(sum[14], in1[14], in2[14], cin);
    nand n16(sum[15], in1[15], in2[15], cin);
    nand n17(cout, in1[15], in2[15], cin);

endmodule"
N/A,N/A,-1,4.0,1,"//Design a 16-bit adder.
//There are two 16 bit inputs (in1 and in2) and a single carry-in input bit, cin.
//The outputs are a 16 bit value, [15:0] sum, and a single carry-out output bit, cout.
//The module should utilize the inputs (in1 and in2) and the cin bit to obtain the output sum and cout values.
module adder_16(output [15:0] sum,
                      output cout,
                      input [15:0] in1, in2,
                      input cin);                     
  wire [15:0] sum;
  wire cout;
  wire [15:0] in1;
  wire [15:0] in2;
  wire cin;
  
  comparator_16 comp_1(.a(in1),.b(in2),.cin(cin),.sum(sum),.cout(cout));
endmodule

module comparator_16(output [15:0] sum,
                      output cout,
                      input [15:0] in1, in2,
                      input cin);
  wire [15:0] in1;
  wire [15:0] in2;
  wire cin;
  wire [15:0] sum;
  wire cout;
  
  adder_16 adder_1(.sum(sum),.cout(cout),.in1(in1),.in2(in2),.cin(cin));
endmodule"
N/A,N/A,-1,5.0,1,"//Design a 16-bit adder.
//There are two 16 bit inputs (in1 and in2) and a single carry-in input bit, cin.
//The outputs are a 16 bit value, [15:0] sum, and a single carry-out output bit, cout.
//The module should utilize the inputs (in1 and in2) and the cin bit to obtain the output sum and cout values.
module adder_16(output [15:0] sum,
                      output cout,
                      input [15:0] in1, in2,
                      input cin);
  wire c1, c2, c3, c4, c5, c6, c7, c8, c9, c10, c11, c12, c13, c14, c15;
  wire [15:0] sum1, sum2, sum3, sum4, sum5, sum6, sum7, sum8, sum9, sum10, sum11, sum12, sum13, sum14, sum15;
  
  top_adder_16 top_adder_16_1(sum1, c1, in1, in2, cin);
  top_adder_16 top_adder_16_2(sum2, c2, in1, in2, c1);
  top_adder_16 top_adder_16_3(sum3, c3, in1, in2, c2);
  top_adder_16 top_adder_16_4(sum4, c4, in1, in2, c3);
  top_adder_16 top_adder_16_5(sum5, c5, in1, in2, c4);
  top_adder_16 top_adder_16_6(sum6, c6, in1, in2, c5);
  top_adder_16 top_adder_16_7(sum7, c7, in1, in2, c6);
  top_adder_16 top_adder_16_8(sum8, c8, in1, in2, c7);
  top_adder_16 top_adder_16_9(sum9, c9, in1, in2, c8);
  top_adder_16 top_adder_16_10(sum10, c10, in1, in2, c9);
  top_adder_16 top_adder_16_11(sum11, c11, in1, in2, c10);
  top_adder_16 top_adder_16_12(sum12, c12, in1, in2, c11);
  top_adder_16 top_adder_16_13(sum13, c13, in1, in2, c12);
  top_adder_16 top_adder_16_14(sum14, c14, in1, in2, c13);
  top_adder_16 top_adder_16_15(sum15, c15, in1, in2, c14);
  
  assign sum = {c15, c14, c13, c12, c11, c10, c9, c8, c7, c6, c5, c4, c3, c2, c1};
  assign cout = c15;
endmodule

module top_adder_16(output [15:0] sum,
                     output cout,
                     input [15:0] in1, in2,
                     input cin);
  wire c1, c2, c3, c4, c5, c6, c7, c8, c9, c10, c11, c12, c13, c14, c15;
  wire [15:0] sum1, sum2, sum3, sum4, sum5, sum6, sum7, sum8, sum9, sum10, sum11, sum12, sum13, sum14, sum15;
  
  adder_16 adder_16_1(sum1, c1, in1, in2, cin);
  adder_16 adder_16_2(sum2, c2, in1, in2, c1);
  adder_16 adder_16_3(sum3, c3, in1, in2, c2);
  adder_16 adder_16_4(sum4, c4, in1, in2, c3);
  adder_16 adder_16_5(sum5, c5, in1, in2, c4);
  adder_16 adder_16_6(sum6, c6, in1, in2, c5);
  adder_16 adder_16_7(sum7, c7, in1, in2, c6);
  adder_16 adder_16_8(sum8, c8, in1, in2, c7);
  adder_16 adder_16_9(sum9, c9, in1, in2, c8);
  adder_16 adder_16_10(sum10, c10, in1, in2, c9);
  adder_16 adder_16_11(sum11, c11, in1, in2, c10);
  adder_16 adder_16_12(sum12, c12, in1, in2, c11);
  adder_16 adder_16_13(sum13, c13, in1, in2, c12);
  adder_16 adder_16_14(sum14, c14, in1, in2, c13);
  adder_16 adder_16_15(sum15, c15, in1, in2, c14);
  
  assign sum = {c15, c14, c13, c12, c11, c10, c9, c8, c7, c6, c5, c4, c3, c2, c1};
  assign cout = c15;
endmodule"
N/A,N/A,-1,6.0,1,"//Design a 16-bit adder.
//There are two 16 bit inputs (in1 and in2) and a single carry-in input bit, cin.
//The outputs are a 16 bit value, [15:0] sum, and a single carry-out output bit, cout.
//The module should utilize the inputs (in1 and in2) and the cin bit to obtain the output sum and cout values.
module adder_16(output [15:0] sum,
                      output cout,
                      input [15:0] in1, in2,
                      input cin);

    wire [15:0] sum;
    wire cout;
    wire [15:0] in1;
    wire [15:0] in2;
    wire cin;

    decoder_16 decoder(sum, cout, in1, in2, cin);

endmodule

module decoder_16(output [15:0] sum,
                      output cout,
                      input [15:0] in1, in2,
                      input cin);

    wire [15:0] sum;
    wire cout;
    wire [15:0] in1;
    wire [15:0] in2;
    wire cin;

    wire [3:0] sum_0;
    wire [3:0] sum_1;
    wire [3:0] sum_2;
    wire [3:0] sum_3;
    wire [3:0] sum_4;
    wire [3:0] sum_5;
    wire [3:0] sum_6;
    wire [3:0] sum_7;
    wire [3:0] sum_8;
    wire [3:0] sum_9;
    wire [3:0] sum_10;
    wire [3:0] sum_11;
    wire [3:0] sum_12;
    wire [3:0] sum_13;
    wire [3:0] sum_14;
    wire [3:0] sum_15;
    wire [3:0] sum_16;
    wire [3:0] sum_17;
    wire [3:0] sum_18;
    wire [3:0] sum_19;
    wire [3:0] sum_20;
    wire [3:0] sum_21;
    wire [3:0] sum_22;
    wire [3:0] sum_23;
    wire [3:0] sum_24;
    wire [3:0] sum_25;
    wire [3:0] sum_26;
    wire [3:0] sum_27;
    wire [3:0] sum_28;
    wire [3:0] sum_29;
    wire [3:0] sum_30;
    wire [3:0] sum_31;
    wire [3:0] sum_32;
    wire [3:0] sum_33;
    wire [3:0] sum_34;
    wire [3:0] sum_35;
    wire [3:0] sum_36;
    wire [3:0] sum_37;
    wire [3:0] sum_38;
    wire [3:0] sum_39;
    wire [3:0] sum_40;
    wire [3:0] sum_41;
    wire [3:0] sum_42;
    wire [3:0] sum_43;
    wire [3:0] sum_44;
    wire [3:0] sum_45;
    wire [3:0] sum_46;
    wire [3:0] sum_47;
    wire [3:0] sum_48;
    wire [3:0] sum_49;
    wire [3:0] sum_50;
    wire [3:0] sum_51;
    wire [3:0] sum_52;
    wire [3:0] sum_53;
    wire [3:0] sum_54;
    wire [3:0] sum_55;
    wire [3:0] sum_56;
    wire [3:0] sum_57;
    wire [3:0] sum_58;
    wire [3:0] sum_59;
    wire [3:0] sum_60;
    wire [3:0] sum_61;
    wire [3:0] sum_62;
    wire [3:0] sum_63;
    wire [3:0] sum_64;
    wire [3:0] sum_65;
    wire [3:0] sum_66;
    wire [3:0] sum_67;
    wire [3:0] sum_68;
    wire [3:0] sum_69;
    wire [3:0] sum_70;
    wire [3:0] sum_71;
    wire [3:0] sum_72;
    wire [3:0] sum_73;
    wire [3:0] sum_74;
    wire [3:0] sum_75;
    wire [3:0] sum_76;
    wire [3:0] sum_77;
    wire [3:0] sum_78;
    wire [3:0] sum_79;
    wire [3:0] sum_80;
    wire [3:0] sum_81;
    wire [3:0] sum_82;
    wire [3:0] sum_83;
    wire [3:0] sum_84;
    wire [3:0] sum_85;
    wire [3:0] sum_86;
    wire [3:0] sum_87;
    wire [3:0] sum_88;
    wire [3:0] sum_89;
    wire [3:0] sum_90;
    wire [3:0] sum_91;
    wire [3:0] sum_92;
    wire [3:0] sum_93;
    wire [3:0] sum_94;
    wire [3:0] sum_95;
    wire [3:0] sum_96;
    wire [3:0] sum_97;
    wire [3:0] sum_98;
    wire [3:0] sum_99;
    wire [3:0] sum_100;
    wire [3:0] sum_101;
    wire [3:0] sum_102;
    wire [3:0] sum_103;
    wire [3:0] sum_104;
    wire [3:0] sum_105;
    wire [3:0] sum_106;
    wire [3:0] sum_107;
    wire [3:0] sum_108;
    wire [3:0] sum_109;
    wire [3:0] sum_110;
    wire [3:0] sum_111;
    wire"
N/A,N/A,-1,7.0,1,"//Design a 16-bit adder.
//There are two 16 bit inputs (in1 and in2) and a single carry-in input bit, cin.
//The outputs are a 16 bit value, [15:0] sum, and a single carry-out output bit, cout.
//The module should utilize the inputs (in1 and in2) and the cin bit to obtain the output sum and cout values.
module adder_16(output [15:0] sum,
                      output cout,
                      input [15:0] in1, in2,
                      input cin);                              
  wire c1, c2, c3;
  wire [15:0] sum;
  
  cout_adder_16 c1(sum[0], c1, in1[0], in2[0], cin);
  cout_adder_16 c2(sum[1], c2, in1[1], in2[1], c1);
  cout_adder_16 c3(sum[2], c3, in1[2], in2[2], c2);
  cout_adder_16 c4(sum[3], cout, in1[3], in2[3], c3);
  cout_adder_16 c5(sum[4], cout, in1[4], in2[4], c3);
  cout_adder_16 c6(sum[5], cout, in1[5], in2[5], c3);
  cout_adder_16 c7(sum[6], cout, in1[6], in2[6], c3);
  cout_adder_16 c8(sum[7], cout, in1[7], in2[7], c3);
  cout_adder_16 c9(sum[8], cout, in1[8], in2[8], c3);
  cout_adder_16 c10(sum[9], cout, in1[9], in2[9], c3);
  cout_adder_16 c11(sum[10], cout, in1[10], in2[10], c3);
  cout_adder_16 c12(sum[11], cout, in1[11], in2[11], c3);
  cout_adder_16 c13(sum[12], cout, in1[12], in2[12], c3);
  cout_adder_16 c14(sum[13], cout, in1[13], in2[13], c3);
  cout_adder_16 c15(sum[14], cout, in1[14], in2[14], c3);
  cout_adder_16 c16(sum[15], cout, in1[15], in2[15], c3);
endmodule

module adder_16_tb;
  reg [15:0] in1, in2;
  reg cin;
  wire [15:0] sum;
  wire cout;
  
  adder_16 a1(sum, cout, in1, in2, cin);
  
  initial
  begin
    $dumpfile(""adder_16_tb.vcd"");
    $dumpvars(0, adder_16_tb);
    
    in1 = 16'b000000000000;
    in2 = 16'b000000000000;
    cin = 1'b0;
    #10
    in1 = 16'b000000000000;
    in2 = 16'b000000000001;
    cin = 1'b0;
    #10
    in1 = 16'b000000000000;
    in2 = 16'b000000000010;
    cin = 1'b0;
    #10
    in1 = 16'b000000000000;
    in2 = 16'b000000000011;
    cin = 1'b0;
    #10
    in1 = 16'b000000000000;
    in2 = 16'b000000000100;
    cin = 1'b0;
    #10
    in1 = 16'b000000000000;
    in2 = 16'b000000000101;
    cin = 1'b0;
    #10
    in1 = 16'b000000000000;
    in2 = 16'b000000000110;
    cin = 1'b0;
    #10
    in1 = 16'b000000000000;
    in2 = 16'b000000000111;
    cin = 1'b0;
    #10
    in1 = 16'b000000000000;
    in2 = 16'b000000001000;
    cin = 1'b0;
    #10
    in1 = 16'b000000000000;
    in2 = 16'b000000001001;
    cin = 1'b0;
    #10
    in1 = 16'b000000000000;
    in2 = 16'b000000001010;
    cin = 1'b0;
    #10
    in1 = 16'b000000000000;
    in2 = 16'b000000001011;
    cin = 1'b0;
    #10
    in1 = 16'b000000000000;
    in2 = 16'b000000001100;
    cin = 1'b0;
    #10
    in1 = 16'b000000000000;
    in2 = 16'b000000001101;
    cin = 1'b0;
    #10
    in1 = 16'b000000000000;
    in2 = 16'b000000001110;
    cin = 1'b0;
    #10
    in1 = 16'b000000000000;
    in2 = 16'b000000001111;
    cin = 1'b0;
    #10
    in1 = 16'b000000000000;
    in2 = 16'b000000010000;
    cin = 1'b0;
    #10
    in1 = 16'b000000000000;
    in2 = 16'b000000010001;
    cin = 1'b0;
    #10
    in1 = 16'b000000000000;
    in2 = 16'b000000010010;
    cin = 1'b0;
    #10
    in1 = 16'b000000000000;
    in2 = 16'b000000010011;
    cin = 1'b0;
    #10
    in1 = 16'b000000000000;
    in2 = 16'b000000010100;
    cin = 1'b0;
    #10
    in1 = 16'b000000000000;
    in2 = 16'b000000010101;
    cin = 1'b0;
    #10
    in1 = 16'b000000000000;
    in2 = 16'b000000010110;
    cin = 1'b0;
    #10
    in1 = 16'b000000000000;
    in2 = 16'b000000010111;
    cin = 1'b0;
    #10
    in1 = 16'b000000000000;
    in2 = 16'"
N/A,N/A,-1,8.0,1,"//Design a 16-bit adder.
//There are two 16 bit inputs (in1 and in2) and a single carry-in input bit, cin.
//The outputs are a 16 bit value, [15:0] sum, and a single carry-out output bit, cout.
//The module should utilize the inputs (in1 and in2) and the cin bit to obtain the output sum and cout values.
module adder_16(output [15:0] sum,
                      output cout,
                      input [15:0] in1, in2,
                      input cin); 
  wire c1, c2, c3;
  full_adder FA1(sum[0], c1, in1[0], in2[0], cin);
  full_adder FA2(sum[1], c2, in1[1], in2[1], c1);
  full_adder FA3(sum[2], c3, in1[2], in2[2], c2);
  full_adder FA4(sum[3], cout, in1[3], in2[3], c3);
  full_adder FA5(sum[4], c4, in1[4], in2[4], c3);
  full_adder FA6(sum[5], c5, in1[5], in2[5], c4);
  full_adder FA7(sum[6], c6, in1[6], in2[6], c5);
  full_adder FA8(sum[7], c7, in1[7], in2[7], c6);
  full_adder FA9(sum[8], c8, in1[8], in2[8], c7);
  full_adder FA10(sum[9], c9, in1[9], in2[9], c8);
  full_adder FA11(sum[10], c10, in1[10], in2[10], c9);
  full_adder FA12(sum[11], c11, in1[11], in2[11], c10);
  full_adder FA13(sum[12], c12, in1[12], in2[12], c11);
  full_adder FA14(sum[13], c13, in1[13], in2[13], c12);
  full_adder FA15(sum[14], c14, in1[14], in2[14], c13);
  full_adder FA16(sum[15], cout, in1[15], in2[15], c14);
endmodule

OAI21X1 U1 (.A(a[0]),.B(b[0]),.C(c[0]),.Y(sum[0]) );
AND2X1 U2 (.A(a[0]),.B(b[0]),.Y(c[0]) );
AND2X1 U3 (.A(a[1]),.B(b[1]),.Y(c[1]) );
AND2X1 U4 (.A(a[2]),.B(b[2]),.Y(c[2]) );
AND2X1 U5 (.A(a[3]),.B(b[3]),.Y(c[3]) );
AND2X1 U6 (.A(a[4]),.B(b[4]),.Y(c[4]) );
AND2X1 U7 (.A(a[5]),.B(b[5]),.Y(c[5]) );
AND2X1 U8 (.A(a[6]),.B(b[6]),.Y(c[6]) );
AND2X1 U9 (.A(a[7]),.B(b[7]),.Y(c[7]) );
AND2X1 U10 (.A(a[8]),.B(b[8]),.Y(c[8]) );
AND2X1 U11 (.A(a[9]),.B(b[9]),.Y(c[9]) );
AND2X1 U12 (.A(a[10]),.B(b[10]),.Y(c[10]) );
AND2X1 U13 (.A(a[11]),.B(b[11]),.Y(c[11]) );
AND2X1 U14 (.A(a[12]),.B(b[12]),.Y(c[12]) );
AND2X1 U15 (.A(a[13]),.B(b[13]),.Y(c[13]) );
AND2X1 U16 (.A(a[14]),.B(b[14]),.Y(c[14]) );
AND2X1 U17 (.A(a[15]),.B(b[15]),.Y(c[15]) );
endmodule"
N/A,N/A,-1,9.0,1,"//Design a 16-bit adder.
//There are two 16 bit inputs (in1 and in2) and a single carry-in input bit, cin.
//The outputs are a 16 bit value, [15:0] sum, and a single carry-out output bit, cout.
//The module should utilize the inputs (in1 and in2) and the cin bit to obtain the output sum and cout values.
module adder_16(output [15:0] sum,
                      output cout,
                      input [15:0] in1, in2,
                      input cin);

wire c1, c2, c3, c4, c5, c6, c7, c8, c9, c10, c11, c12, c13, c14, c15;

adder_4 adder_4_1(sum[3:0], c1, in1[3:0], in2[3:0], cin);
adder_4 adder_4_2(sum[7:4], c2, in1[7:4], in2[7:4], c1);
adder_4 adder_4_3(sum[11:8], c3, in1[11:8], in2[11:8], c2);
adder_4 adder_4_4(sum[15:12], c4, in1[15:12], in2[15:12], c3);

adder_4 adder_4_5(sum[3:0], c5, in1[3:0], in2[3:0], c4);
adder_4 adder_4_6(sum[7:4], c6, in1[7:4], in2[7:4], c5);
adder_4 adder_4_7(sum[11:8], c7, in1[11:8], in2[11:8], c6);
adder_4 adder_4_8(sum[15:12], c8, in1[15:12], in2[15:12], c7);

adder_4 adder_4_9(sum[3:0], c9, in1[3:0], in2[3:0], c8);
adder_4 adder_4_10(sum[7:4], c10, in1[7:4], in2[7:4], c9);
adder_4 adder_4_11(sum[11:8], c11, in1[11:8], in2[11:8], c10);
adder_4 adder_4_12(sum[15:12], c12, in1[15:12], in2[15:12], c11);

adder_4 adder_4_13(sum[3:0], c13, in1[3:0], in2[3:0], c12);
adder_4 adder_4_14(sum[7:4], c14, in1[7:4], in2[7:4], c13);
adder_4 adder_4_15(sum[11:8], c15, in1[11:8], in2[11:8], c14);
adder_4 adder_4_16(sum[15:12], cout, in1[15:12], in2[15:12], c15);

endmodule

module adder_4(output [3:0] sum,
                      output cout,
                      input [3:0] in1, in2,
                      input cin);

wire c1, c2, c3;

adder_1 adder_1_1(sum[0], c1, in1[0], in2[0], cin);
adder_1 adder_1_2(sum[1], c2, in1[1], in2[1], c1);
adder_1 adder_1_3(sum[2], c3, in1[2], in2[2], c2);
adder_1 adder_1_4(sum[3], cout, in1[3], in2[3], c3);

endmodule

module adder_1(output sum,
                      output cout,
                      input in1, in2, cin);

wire c1;

adder_1 adder_1_1(sum, c1, in1, in2, cin);
adder_1 adder_1_2(cout, cout, in1, in2, c1);

endmodule"
N/A,N/A,-1,10.0,1,"//Design a 16-bit adder.
//There are two 16 bit inputs (in1 and in2) and a single carry-in input bit, cin.
//The outputs are a 16 bit value, [15:0] sum, and a single carry-out output bit, cout.
//The module should utilize the inputs (in1 and in2) and the cin bit to obtain the output sum and cout values.
module adder_16(output [15:0] sum,
                      output cout,
                      input [15:0] in1, in2,
                      input cin);   
    wire [15:0] sum;
    wire cout;
    wire [15:0] in1;
    wire [15:0] in2;
    wire cin;
    
    fadder_16 fadder_16(sum, cout, in1, in2, cin);
    
endmodule

module fadder_16(output [15:0] sum,
                      output cout,
                      input [15:0] in1, in2,
                      input cin);
    wire [15:0] sum;
    wire cout;
    wire [15:0] in1;
    wire [15:0] in2;
    wire cin;
    
    wire [15:0] sum_temp;
    wire cout_temp;
    
    adder_16 adder_16_1(sum_temp, cout_temp, in1, in2, cin);
    
    assign sum = sum_temp[15:0];
    assign cout = cout_temp;
    
endmodule"
N/A,N/A,-1,11.0,1,"//Design a 16-bit adder.
//There are two 16 bit inputs (in1 and in2) and a single carry-in input bit, cin.
//The outputs are a 16 bit value, [15:0] sum, and a single carry-out output bit, cout.
//The module should utilize the inputs (in1 and in2) and the cin bit to obtain the output sum and cout values.
module adder_16(output [15:0] sum,
                      output cout,
                      input [15:0] in1, in2,
                      input cin);                                   //in1 and in2 are the 16 bit inputs, and cin is the carry-in input.
    wire [15:0] sum_temp;
    wire cout_temp;
    wire [15:0] in1_temp;
    wire [15:0] in2_temp;
    wire [15:0] carry_temp;
    
    assign in1_temp = in1;
    assign in2_temp = in2;
    assign carry_temp = cin;
    
    adder_16_bit adder_1(sum_temp[15:0], cout_temp, in1_temp[15:0], in2_temp[15:0], carry_temp[0]);
    adder_16_bit adder_2(sum_temp[31:16], cout_temp, in1_temp[31:16], in2_temp[31:16], carry_temp[1]);
    
    assign sum = sum_temp;
    assign cout = cout_temp;
endmodule

module adder_16_bit(output [15:0] sum,
                      output cout,
                      input [15:0] in1, in2,
                      input cin);
    wire [15:0] sum_temp;
    wire cout_temp;
    wire [15:0] in1_temp;
    wire [15:0] in2_temp;
    wire [15:0] carry_temp;
    
    assign in1_temp = in1;
    assign in2_temp = in2;
    assign carry_temp = cin;
    
    adder_1 adder_1_bit(sum_temp[15:0], cout_temp, in1_temp[15:0], in2_temp[15:0], carry_temp[0]);
    adder_1 adder_2_bit(sum_temp[31:16], cout_temp, in1_temp[31:16], in2_temp[31:16], carry_temp[1]);
    
    assign sum = sum_temp;
    assign cout = cout_temp;
endmodule

module adder_1(output [15:0] sum,
                      output cout,
                      input [15:0] in1, in2,
                      input cin);
    wire [15:0] sum_temp;
    wire cout_temp;
    wire [15:0] in1_temp;
    wire [15:0] in2_temp;
    wire [15:0] carry_temp;
    
    assign in1_temp = in1;
    assign in2_temp = in2;
    assign carry_temp = cin;
    
    adder_2 adder_1_bit(sum_temp[15:0], cout_temp, in1_temp[15:0], in2_temp[15:0], carry_temp[0]);
    adder_2 adder_2_bit(sum_temp[31:16], cout_temp, in1_temp[31:16], in2_temp[31:16], carry_temp[1]);
    
    assign sum = sum_temp;
    assign cout = cout_temp;
endmodule

module adder_2(output [15:0] sum,
                      output cout,
                      input [15:0] in1, in2,
                      input cin);
    wire [15:0] sum_temp;
    wire cout_temp;
    wire [15:0] in1_temp;
    wire [15:0] in2_temp;
    wire [15:0] carry_temp;
    
    assign in1_temp = in1;
    assign in2_temp = in2;
    assign carry_temp = cin;
    
    adder_3 adder_1_bit(sum_temp[15:0], cout_temp, in1_temp[15:0], in2_temp[15:0], carry_temp[0]);
    adder_3 adder_2_bit(sum_temp[31:16], cout_temp, in1_temp[31:16], in2_temp[31:16], carry_temp[1]);
    
    assign sum = sum_temp;
    assign cout = cout_temp;
endmodule

module adder_3(output [15:0] sum,
                      output cout,
                      input [15:0] in1, in2,
                      input cin);
    wire [15:0] sum_temp;
    wire cout_temp;
    wire [15:0] in1_temp;
    wire [15:0] in2_temp;
    wire [15:0] carry_temp;
    
    assign in1_temp = in1;
    assign in2_temp = in2;
    assign carry_temp = cin;
    
    adder_4 adder_1_bit(sum_temp[15:0], cout_temp, in1_temp[15:0], in2_temp[15:0], carry_temp[0]);
    adder_4 adder_2_bit(sum_temp[31:16], cout_temp, in1_temp[31:16], in2_temp[31:16], carry_temp[1]);
    
    assign sum = sum_temp;
    assign cout = cout_temp;
endmodule

module adder_4(output [15:0] sum,
                      output cout,
                      input [15:0] in1, in2,
                      input cin);
    wire [15:0] sum_temp;
    wire cout_temp;
    wire [15:0] in1_temp;
    wire [15:0] in2_temp;
    wire [15:0] carry_temp;
    
    assign in1_temp = in1;
    assign in2_temp = in2;
    assign carry_temp = cin;
    
    adder_5 adder_1_bit(sum_temp[15:0], cout_temp, in1_temp[15:0], in2_temp[15:0], carry_temp[0]);
    adder_5 adder_2_bit(sum_temp[31:16], cout_temp, in1_temp[31:16], in2_temp[31:"
